hb,cancer_site_icd10code,cancer_site,sex,sex_qf,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,easr,easr_lower95pc_confidence_interval,easr_lower95pc_confidence_interval_qf,easr_upper95pc_confidence_interval,easr_upper95pc_confidence_interval_qf,wasr,wasr_lower95pc_confidence_interval,wasr_lower95pc_confidence_interval_qf,wasr_upper95pc_confidence_interval,wasr_upper95pc_confidence_interval_qf,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2010,1,1.701866948042,0.0430875406053369,9.48219573331557,1.61731774073153,NA,z,NA,z,0.995272455834785,NA,z,NA,z,67.7451414957,1.71515848425668,377.451769882737
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2011,2,3.40802590099685,0.412727747369796,12.3109613491079,3.19332280488128,NA,z,NA,z,1.62334988319819,NA,z,NA,z,109.94430397186,13.3147652725213,397.156628520996
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2012,1,1.7083212327246,0.0432509489456069,9.51815670591061,2.28310502283105,NA,z,NA,z,3.0441400304414,NA,z,NA,z,52.5823631749838,1.33127017422444,292.970176263847
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2013,4,6.82955146920726,1.86082291592195,17.4863642462799,5.59118096441769,NA,z,NA,z,2.90261155372963,NA,z,NA,z,219.10587229815,59.6989758439863,560.998055110795
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2014,1,1.70296827370106,0.0431154237569011,9.48833192714514,1.52107779226423,NA,z,NA,z,1.08648413733159,NA,z,NA,z,47.0706300645315,1.19172517367335,262.260764906376
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2015,1,1.70192487703593,0.0430890072404818,9.48251849301172,1.25056844020009,NA,z,NA,z,0.68212824010914,NA,z,NA,z,50.4051583206753,1.27614811978059,280.839567226619
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2016,1,1.6945131663673,0.0429013589729385,9.44122308424932,1.4665828619317,NA,z,NA,z,1.04755918709407,NA,z,NA,z,48.4910529614019,1.22768716783281,270.174854752063
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2017,3,5.06491533149871,1.04450730680826,14.8018319287912,4.074378855487,NA,z,NA,z,1.63939095520767,NA,z,NA,z,152.416179632492,31.4318804722904,445.424755694986
S08000016,"ICD-10 C40-C41, C47+C49",Bone and connective tissue,Female,NA,2018,2,3.37376225097417,0.408578260393659,12.1871892642229,2.59887500339673,NA,z,NA,z,0.590024385997224,NA,z,NA,z,108.895539272079,13.1877550018731,393.368129824569
S08000016,ICD-10 C47+C49,Connective tissue,All,d,1994,4,3.79326695116169,1.03353757574806,9.71226996245016,3.22503913828833,NA,z,NA,z,3.38139514529083,NA,z,NA,z,134.100836318562,36.5379645194831,343.351401650587
S08000016,ICD-10 C47+C49,Connective tissue,All,d,1995,1,0.943930526713234,0.0238982518258353,5.25924428066726,0.870528648306426,NA,z,NA,z,1.42450142450142,NA,z,NA,z,34.4127413398605,0.871255177455623,191.735522850323
S08000016,ICD-10 C47+C49,Connective tissue,All,d,1996,1,0.944643869261289,0.023916312095494,5.2632187709606,1.74825174825175,NA,z,NA,z,0.445632798573975,NA,z,NA,z,28.744228735281,0.727740863776352,160.152592060564
S08000016,ICD-10 C47+C49,Connective tissue,All,d,1997,2,1.8875047187618,0.228585578089812,6.81831603220457,2.24034617522095,NA,z,NA,z,1.07171348667109,NA,z,NA,z,72.9827995568395,8.83855561339045,263.638965957134
S08000016,ICD-10 C47+C49,Connective tissue,All,d,1998,4,3.77216144851,1.02778703661479,9.65823149321359,3.8326922273706,NA,z,NA,z,3.11906605109201,NA,z,NA,z,191.601525403906,52.2049670179254,490.576003191679
S08000016,ICD-10 C47+C49,Connective tissue,All,d,1999,3,2.83527076835838,0.584700995081373,8.28586435095201,2.7214557797529,NA,z,NA,z,1.6115703193767,NA,z,NA,z,132.452391052625,27.3148673183752,387.082093699552
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2000,4,3.76470588235294,1.02575564576595,9.63914228273288,4.44044004289728,NA,z,NA,z,2.81475748454566,NA,z,NA,z,140.344481857625,38.2391477890383,359.337614012112
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2001,3,2.80504908835905,0.578468558107154,8.19754377722517,2.87349389906774,NA,z,NA,z,1.3005691393701,NA,z,NA,z,122.359328410723,25.2334351546474,357.585881602363
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2002,6,5.57983818469264,2.04770227238059,12.1449586371419,5.9238463235415,NA,z,NA,z,4.05026064067827,NA,z,NA,z,205.728615511243,75.4987760454724,447.784584992968
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2003,6,5.53556601162469,2.03145516513594,12.0485967547917,5.26826157099997,NA,z,NA,z,2.5826035561839,NA,z,NA,z,189.462541997848,69.5294137461384,412.380190910209
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2004,4,3.65463682046597,0.995765530951416,9.3573217682994,3.46723055368494,NA,z,NA,z,4.13253735655819,NA,z,NA,z,132.068360702369,35.9841833202759,338.147456837128
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2005,3,2.72108843537415,0.561153852966532,7.95217511994769,2.55741496222792,NA,z,NA,z,2.03115345067092,NA,z,NA,z,97.7290862566643,20.1540870876859,285.605862022859
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2006,2,1.80407721450478,0.218482120281404,6.51694720162724,2.20647926944189,NA,z,NA,z,1.99768529598863,NA,z,NA,z,64.9114452124628,7.86107715707836,234.48245886031
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2007,7,6.23885918003565,2.50834496570398,12.8544343687187,6.31216427784955,NA,z,NA,z,3.067523167791,NA,z,NA,z,197.183967555881,79.2781818059091,406.274335798704
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2008,1,0.882145377558222,0.022333987283248,4.91499946271956,1.1754068716094,NA,z,NA,z,1.08499095840868,NA,z,NA,z,30.5910800701565,0.77449909124826,170.44258909457
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2009,5,4.40179593274056,1.42925115777658,10.2723233377257,4.69092559313364,NA,z,NA,z,1.35898257742757,NA,z,NA,z,168.154456439351,54.5992942934095,392.41640767047
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2010,4,3.51802990325418,0.958544743734674,9.00755380422488,3.70281254448462,NA,z,NA,z,1.46817049173737,NA,z,NA,z,142.334434963946,38.7813430354681,364.432684311682
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2011,5,4.3905865823674,1.42561151222201,10.2461644532163,3.95696034204586,NA,z,NA,z,2.05544330056844,NA,z,NA,z,150.130453252891,48.7469495196757,350.354396754792
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2012,1,0.879352796341892,0.0222632852482324,4.89944019604194,1.14155251141553,NA,z,NA,z,1.5220700152207,NA,z,NA,z,26.5435956023814,0.672025656673733,147.891449009763
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2013,5,4.3905865823674,1.42561151222201,10.2461644532163,3.60523573374741,NA,z,NA,z,1.68079575269317,NA,z,NA,z,140.974161091519,45.7739263780886,328.986665243955
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2014,1,0.876885303402315,0.0222008137357856,4.88569220531296,0.760538896132116,NA,z,NA,z,0.543242068665797,NA,z,NA,z,26.0109846377807,0.658541114541647,144.923930648904
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2015,2,1.75392440585811,0.212408382481772,6.33577801256157,1.38073425247648,NA,z,NA,z,0.880671286037734,NA,z,NA,z,48.3833566398507,5.8594489526368,174.77732001951
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2016,0,0,0,2.6156747346145,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2017,5,4.34707007476961,1.4114818206559,10.1446114408996,4.22414081676603,NA,z,NA,z,3.029592357018,NA,z,NA,z,138.314426715669,44.9103178659841,322.779732455914
S08000016,ICD-10 C47+C49,Connective tissue,All,d,2018,3,2.60258523466644,0.536715644049277,7.60585847986668,2.11485500249651,NA,z,NA,z,0.422971000499302,NA,z,NA,z,86.7048757329737,17.8806298450394,253.388440676352
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,1994,2,3.95953356694581,0.479517884310279,14.3031966655262,3.26584123394174,NA,z,NA,z,6.03265929996512,NA,z,NA,z,128.966248004089,15.6184109427962,465.870430753884
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,1995,0,0,0,5.89595015460341,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,1996,1,1.96811651249754,0.0498283959541231,10.9656433594546,3.4965034965035,NA,z,NA,z,0.89126559714795,NA,z,NA,z,46.2584907087509,1.17116358540722,257.73581403222
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,1997,2,3.93035412490665,0.475984118507969,14.1977904880005,4.48069235044191,NA,z,NA,z,2.14342697334218,NA,z,NA,z,128.162263607998,15.5210447025274,462.966162678147
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,1998,2,3.92587939698492,0.475442208197167,14.1816262321843,4.09658920265916,NA,z,NA,z,4.6196335949739,NA,z,NA,z,187.759081282365,22.7384958087397,678.250359521942
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,1999,1,1.96363350744217,0.0497148960929386,10.9406656539663,2.05690778196778,NA,z,NA,z,1.37127185464518,NA,z,NA,z,77.9726227090838,1.97409588978007,434.435647991239
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2000,4,7.82717595491547,2.13264201163573,20.0406791550636,8.88088008579455,NA,z,NA,z,5.62951496909131,NA,z,NA,z,228.708124978925,62.315266520383,585.583635689242
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2001,1,1.9429925971982,0.0491923134907609,10.8256618628226,2.07860922146636,NA,z,NA,z,1.13378684807256,NA,z,NA,z,68.6208025377856,1.73732830237953,382.330640940576
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2002,4,7.71114067048368,2.10102630198046,19.7435827413176,8.53356973154547,NA,z,NA,z,5.66464320125424,NA,z,NA,z,238.226243211689,64.9086333913757,609.953798665199
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2003,3,5.73679580831453,1.18306521378285,16.7653517989489,5.41845991623201,NA,z,NA,z,3.61590713326394,NA,z,NA,z,149.577543834787,30.8464855272591,437.129057300309
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2004,1,1.89110989239585,0.0478787571328692,10.5365899335065,2.0746887966805,NA,z,NA,z,0.4149377593361,NA,z,NA,z,61.3020150157892,1.55203264521981,341.552966813959
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2005,1,1.87596143023299,0.0474952312765728,10.4521881044139,1.82421227197347,NA,z,NA,z,0.995024875621891,NA,z,NA,z,60.0785947533717,1.52105832593183,334.73650539452
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2006,1,1.86306474149977,0.0471687153875918,10.3803323538685,2.02347227842979,NA,z,NA,z,0.809388911371914,NA,z,NA,z,62.3494545471227,1.57855151814926,347.388926356121
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2007,4,7.35902860822371,2.00508761590714,18.8420360139889,7.03607253026371,NA,z,NA,z,3.37279669481286,NA,z,NA,z,208.06344091392901,56.6902849424095,532.725045057405
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2008,0,0,0,5.46148230429882,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2009,5,9.10564367795159,2.95657771688445,21.2495348460649,9.38185118626728,NA,z,NA,z,2.71796515485513,NA,z,NA,z,266.314032875576,86.4714415742096,621.488114595176
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2010,3,5.46040297773976,1.12606636736791,15.9576146588929,5.78830734823771,NA,z,NA,z,1.94106852763996,NA,z,NA,z,175.836983706272,36.2618133310396,513.870283970908
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2011,4,7.24703324576501,1.97457264901952,18.5552834050253,6.30739572116538,NA,z,NA,z,3.12225585472066,NA,z,NA,z,192.098393306398,52.3403467984736,491.848182362513
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2012,0,0,0,5.42872310956996,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2013,2,3.61591726781291,0.437904356355815,13.061936446139,3.06542210105255,NA,z,NA,z,1.42306768364032,NA,z,NA,z,89.5709742140598,10.8474605214338,323.561156395169
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2014,0,0,0,5.41537676666966,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2015,1,1.80920159933421,0.0458050186968139,10.0802261338066,1.51090006475286,NA,z,NA,z,1.07921433196633,NA,z,NA,z,40.9530317368306,1.03684099388761,228.175688615423
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2016,0,0,0,5.39616015842999,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2017,3,5.37740414777107,1.10895001325638,15.7150568566246,5.56532454134928,NA,z,NA,z,4.66917031743182,NA,z,NA,z,145.001488878172,29.9027929824272,423.755882838046
S08000016,ICD-10 C47+C49,Connective tissue,Male,NA,2018,2,3.57213023986855,0.43260154413182,12.9037626457411,3.03582270795386,NA,z,NA,z,0.607164541590771,NA,z,NA,z,96.5415411686019,11.6916285179848,348.741240951931
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,1994,2,3.64040117220918,0.440869470765695,13.1503807272137,3.18423704263493,NA,z,NA,z,0.730130990616538,NA,z,NA,z,139.661228457764,16.9136226926594,504.504377448992
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,1995,1,1.8138944313440999,0.0459238309165426,10.1063729202592,1.74105729661285,NA,z,NA,z,2.84900284900285,NA,z,NA,z,69.9398629842443,1.77072402148264,389.679975359337
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,1996,0,0,0,5.44183882571116,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,1997,0,0,0,5.43946739578384,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,1998,2,3.63002758820967,0.439613181617477,13.1129077750181,3.56879525208205,NA,z,NA,z,1.61849850721011,NA,z,NA,z,195.604524623181,23.688615394458,706.590798398052
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,1999,2,3.6440492675461,0.441311272035502,13.1635589019094,3.38600377753802,NA,z,NA,z,1.85186878410822,NA,z,NA,z,203.569935552887,24.653263611753,735.36460145415
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2000,0,0,0,5.43236549079533,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2001,2,3.60470774831931,0.43654683154113,13.0214438075157,3.66837857666911,NA,z,NA,z,1.46735143066764,NA,z,NA,z,201.103848952758,24.3546090836309,726.456248730404
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2002,2,3.59343838151535,0.435182058939513,12.98073497983,3.31412291553752,NA,z,NA,z,2.4358780801023,NA,z,NA,z,161.630871882881,19.5742484345924,583.866283407862
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2003,3,5.34797490017114,1.10288099489376,15.6290521066428,5.11806322576793,NA,z,NA,z,1.54929997910385,NA,z,NA,z,258.352484274946,53.2784933005778,755.015592628255
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2004,3,5.30307047780665,1.09362062345654,15.4978223290066,4.85977231068939,NA,z,NA,z,7.85013695378027,NA,z,NA,z,214.674159732474,44.2709727108397,627.368993130693
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2005,2,3.51222253441978,0.425346443073836,12.6873554153624,3.29061765248238,NA,z,NA,z,3.06728202571995,NA,z,NA,z,142.326048936921,17.2363448155123,514.130625275224
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2006,1,1.74871032613448,0.0442735122572177,9.74319033127375,2.389486260454,NA,z,NA,z,3.18598168060534,NA,z,NA,z,67.6930068628599,1.71383854963311,377.161294300234
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2007,3,5.18627366237358,1.06953431220607,15.1564924708139,5.58825602543538,NA,z,NA,z,2.76224964076915,NA,z,NA,z,184.332499386441,38.0137929046871,538.697785916345
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2008,1,1.70916797702878,0.043272386655312,9.52287446321682,2.35081374321881,NA,z,NA,z,2.16998191681736,NA,z,NA,z,75.4119326468037,1.90926483047598,420.168396129493
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2009,0,0,0,5.10528855903132,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2010,1,1.701866948042,0.0430875406053369,9.48219573331557,1.61731774073153,NA,z,NA,z,0.995272455834785,NA,z,NA,z,90.5668321748894,2.29295366674926,504.606091925495
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2011,1,1.70401295049842,0.0431418726834624,9.49415249371883,1.60652496292635,NA,z,NA,z,0.988630746416214,NA,z,NA,z,80.1172502058705,2.02839315694154,446.384747609736
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2012,1,1.7083212327246,0.0432509489456069,9.51815670591061,2.28310502283105,NA,z,NA,z,3.0441400304414,NA,z,NA,z,64.808411855418,1.64080692712225,361.089359591486
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2013,3,5.12216360190545,1.05631327646981,14.9691356686,4.14504936644228,NA,z,NA,z,1.93852382174602,NA,z,NA,z,228.330822972355,47.0873049902689,667.279558412544
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2014,1,1.70296827370106,0.0431154237569011,9.48833192714514,1.52107779226423,NA,z,NA,z,1.08648413733159,NA,z,NA,z,64.683965406216,1.63765621581703,360.395988355264
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2015,1,1.70192487703593,0.0430890072404818,9.48251849301172,1.25056844020009,NA,z,NA,z,0.68212824010914,NA,z,NA,z,59.1075520789312,1.4964736539558,329.326201895154
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2016,0,0,0,5.07630778044869,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2017,2,3.37661022099914,0.40892316277619,12.1974771111816,2.88295709218279,NA,z,NA,z,1.39001439660418,NA,z,NA,z,129.365467667072,15.666758296072,467.312549441818
S08000016,ICD-10 C47+C49,Connective tissue,Female,NA,2018,1,1.68688112548709,0.0427081324274049,9.3987000741197,1.19388729703916,NA,z,NA,z,0.238777459407832,NA,z,NA,z,72.0271182437177,1.82356874935619,401.309417330984
S08000016,C71,Malignant brain cancer,All,d,1994,8,7.58653390232338,3.27532686272973,14.9484961784669,9.33187041601005,NA,z,NA,z,4.78012170381033,NA,z,NA,z,99.2285572174526,42.839847971246,195.519815433185
S08000016,C71,Malignant brain cancer,All,d,1995,10,9.43930526713234,4.52651377773498,17.359218465185702,10.3277411237337,NA,z,NA,z,7.01464118376641,NA,z,NA,z,133.489478280816,64.0133935200441,245.491903344741
S08000016,C71,Malignant brain cancer,All,d,1996,12,11.3357264311355,5.85733526234859,19.8012328057595,12.3924213836235,NA,z,NA,z,8.33662440137334,NA,z,NA,z,143.648872096915,74.2254683933461,250.925670794515
S08000016,C71,Malignant brain cancer,All,d,1997,7,6.60626651566629,2.6560617700263,13.6114339011914,6.74825182296655,NA,z,NA,z,3.93361440908135,NA,z,NA,z,88.7425604863895,35.6791119043088,182.843591523062
S08000016,C71,Malignant brain cancer,All,d,1998,6,5.65824217276499,2.07647515417847,12.3156111113907,5.31895713516218,NA,z,NA,z,2.3754986921818,NA,z,NA,z,76.5037586374238,28.0755310856991,166.516474758413
S08000016,C71,Malignant brain cancer,All,d,1999,10,9.45090256119459,4.53207513102016,17.3805463018786,9.6111684000078,NA,z,NA,z,5.5070115908923,NA,z,NA,z,115.513438794257,55.3931838645365,212.433326706421
S08000016,C71,Malignant brain cancer,All,d,2000,8,7.52941176470588,3.25066557811624,14.8359427954761,7.67396036609649,NA,z,NA,z,6.27899507882915,NA,z,NA,z,83.7289070060322,36.1481991426772,164.979325542007
S08000016,C71,Malignant brain cancer,All,d,2001,17,15.8952781673679,9.2595852918254309,25.4498801457752,17.2127513803666,NA,z,NA,z,9.72562666584088,NA,z,NA,z,190.552905404208,111.004089492294,305.093660702471
S08000016,C71,Malignant brain cancer,All,d,2002,13,12.0896494001674,6.43722913698856,20.6736686674964,12.2860906858572,NA,z,NA,z,7.78459698219008,NA,z,NA,z,148.766096381631,79.2116808789034,254.394555520204
S08000016,C71,Malignant brain cancer,All,d,2003,12,11.0711320232494,5.72061547072812,19.3390396237448,11.1643007065284,NA,z,NA,z,10.6742055609932,NA,z,NA,z,139.063657547072,71.8562211261872,242.916223731959
S08000016,C71,Malignant brain cancer,All,d,2004,17,15.5322064869804,9.04808265838949,24.8685672141678,15.491041586668,NA,z,NA,z,6.86657369187354,NA,z,NA,z,182.446258833807,106.281669125759,292.114134240052
S08000016,C71,Malignant brain cancer,All,d,2005,14,12.6984126984127,6.94234038666721,21.3057787953157,11.7898373510967,NA,z,NA,z,8.46894974602048,NA,z,NA,z,166.313383937176,90.9250746193398,279.045598298189
S08000016,C71,Malignant brain cancer,All,d,2006,6,5.41223164351434,1.98619362573593,11.7801497587215,5.45484551592586,NA,z,NA,z,2.80627001586638,NA,z,NA,z,64.0465015841084,23.5039372990402,139.402270611811
S08000016,C71,Malignant brain cancer,All,d,2007,8,7.1301247771836,3.07828179745856,14.0491882532917,6.97115349429801,NA,z,NA,z,4.24858938160945,NA,z,NA,z,85.7794556931453,37.0334805221197,169.01972391203
S08000016,C71,Malignant brain cancer,All,d,2008,11,9.70359915314044,4.84400173538889,17.3624192954322,11.0728970004977,NA,z,NA,z,7.81231621239892,NA,z,NA,z,104.705286764069,52.2685019017293,187.346680603339
S08000016,C71,Malignant brain cancer,All,d,2009,9,7.923232678933,3.62300651234997,15.0407636688257,7.27143179706904,NA,z,NA,z,4.02053124275478,NA,z,NA,z,90.6893132957769,41.4689289063506,172.156565866947
S08000016,C71,Malignant brain cancer,All,d,2010,5,4.39753737906772,1.4278684169907,10.2623852940393,4.01902546968309,NA,z,NA,z,2.67416318546563,NA,z,NA,z,51.3564520834574,16.6753002004524,119.848827465121
S08000016,C71,Malignant brain cancer,All,d,2011,8,7.02493853178785,3.03286984259616,13.8419294170998,6.33822771457753,NA,z,NA,z,3.39695614914653,NA,z,NA,z,79.5423170121618,34.3407267387168,156.730074259413
S08000016,C71,Malignant brain cancer,All,d,2012,14,12.3109391487865,6.7305049914708,20.6556640184977,12.1219161405912,NA,z,NA,z,7.38926448361061,NA,z,NA,z,133.010083406168,72.7178503168383,223.168318899617
S08000016,C71,Malignant brain cancer,All,d,2013,11,9.65929048120829,4.82188300600355,17.2831388420284,8.92408844792156,NA,z,NA,z,7.8344795083923,NA,z,NA,z,100.776361045592,50.3071963389005,180.316747211797
S08000016,C71,Malignant brain cancer,All,d,2014,21,18.4145913714486,11.3989222939988,28.1486590099468,16.7789524629562,10.2459675619186,NA,24.8970526433722,NA,9.70115467692178,4.74396774724619,NA,16.401602377314,NA,188.169098537774,116.479637755608,287.636455466576
S08000016,C71,Malignant brain cancer,All,d,2015,4,3.50784881171622,0.955770738951438,8.98148616627527,3.20218821871624,NA,z,NA,z,1.56591974241518,NA,z,NA,z,38.7696113068669,10.5634142280765,99.2656030275529
S08000016,C71,Malignant brain cancer,All,d,2016,12,10.477604121191,5.41393094274183,18.3022658239561,8.16651620069179,NA,z,NA,z,3.92861755121944,NA,z,NA,z,119.613099467514,61.8058339362818,208.940013113695
S08000016,C71,Malignant brain cancer,All,d,2017,11,9.56355416449313,4.77409178163523,17.1118401263276,8.03731651225672,NA,z,NA,z,5.06883851631028,NA,z,NA,z,97.909737152877,48.8761880200413,175.187565224563
S08000016,C71,Malignant brain cancer,All,d,2018,12,10.4103409386657,5.37917507480022,18.18477058053,8.4546843816365609,NA,z,NA,z,5.21838144400186,NA,z,NA,z,108.652416656867,56.1422891854235,189.793906036906
S08000016,C71,Malignant brain cancer,Male,NA,1994,7,13.8583674843103,5.57178248603248,28.5535336099115,16.7301281990842,NA,z,NA,z,8.27116831899676,NA,z,NA,z,155.523089751815,62.5283482079595,320.437004962762
S08000016,C71,Malignant brain cancer,Male,NA,1995,6,11.8086990749852,4.33358443906879,25.7025664682517,12.2906460434515,NA,z,NA,z,8.9016360695653,NA,z,NA,z,145.333608602829,53.334872936943,316.330081024591
S08000016,C71,Malignant brain cancer,Male,NA,1996,5,9.8405825624877,3.19521037220709,22.9646370386197,12.2344926564968,NA,z,NA,z,6.23749553038992,NA,z,NA,z,106.441740520532,34.5613434151199,248.399515098932
S08000016,C71,Malignant brain cancer,Male,NA,1997,5,9.82588531226664,3.19043821506587,22.9303385593732,10.3614551644394,NA,z,NA,z,6.89347848386119,NA,z,NA,z,115.135052764514,37.3840382377509,268.686805925337
S08000016,C71,Malignant brain cancer,Male,NA,1998,0,0,0,5.88044180581421,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.573227355399
S08000016,C71,Malignant brain cancer,Male,NA,1999,4,7.85453402976868,2.14009616625363,20.110726692463,8.91912582954653,NA,z,NA,z,4.56843599944011,NA,z,NA,z,80.019970261788,21.8027486967327,204.882905309817
S08000016,C71,Malignant brain cancer,Male,NA,2000,7,13.6975579211021,5.5071287013147,28.2222044491672,13.5323797009657,NA,z,NA,z,11.8317737451674,NA,z,NA,z,132.24563623229,53.1696046195561,272.476554197157
S08000016,C71,Malignant brain cancer,Male,NA,2001,10,19.429925971982,9.31740473727327,35.7323256494798,22.8287166096097,NA,z,NA,z,13.5641218117643,NA,z,NA,z,188.023623648365,90.1646359449229,345.782138320379
S08000016,C71,Malignant brain cancer,Male,NA,2002,9,17.3500665085883,7.93355521635211,32.9358306853646,17.9728604536214,NA,z,NA,z,12.5712449203808,NA,z,NA,z,177.647197249642,81.2316107095375,337.229716522847
S08000016,C71,Malignant brain cancer,Male,NA,2003,8,15.2981221555054,6.60464331806422,30.1433992813579,15.1512223669371,NA,z,NA,z,16.8326734585899,NA,z,NA,z,150.247588171247,64.8662443130888,296.04764527763
S08000016,C71,Malignant brain cancer,Male,NA,2004,6,11.3466593543751,4.16402400478612,24.6969005134717,13.0739188548323,NA,z,NA,z,5.49611110495181,NA,z,NA,z,110.244811891055,40.4579029633488,239.956542834781
S08000016,C71,Malignant brain cancer,Male,NA,2005,8,15.007691441864,6.47925595007786,29.5711349945472,13.753695480972,NA,z,NA,z,11.2214841067285,NA,z,NA,z,163.121918045102,70.4244661596384,321.415207513227
S08000016,C71,Malignant brain cancer,Male,NA,2006,4,7.45225896599907,2.03048975058468,19.0807427580879,7.74618680108085,NA,z,NA,z,3.26023076815086,NA,z,NA,z,70.700834014204,19.2635977196458,181.022215245367
